WorkOrderName,DateTime_Received,Address,Cross_Street,ZipCode,Comment,Latitude,Longitude,SubCategory,Hour,Minute,Year,Month,Day,Weekday
WO-0000427067,2016-07-19 04:46:38,35 S 19th St  San Jose  CA 95116  USA,,95116,In the corner of 19th street and calhoun st,37.343953,-121.871909,Garbage and Debris,4,46,2016,7,19,1
WO-0000384825,2020-09-07 17:24:23,1460 Park Avenue  San Jose  CA  USA,,95126,Cross Street: Hester Vacant Mexican restaurant has had garbage and abandoned items there for a couple of weeks.  No one has come to clean up.,37.330315,-121.919377,Unknown,17,24,2020,9,7,0
WO-0000128236,2020-01-19 18:10:34,2683 Aida Ave,,95122,glass fish tank,37.317147,-121.820074,Unknown,18,10,2020,1,19,6
WO-0000434431,2016-07-16 15:28:32,1610 Maesumi Ct  San Jose  CA 95124  USA,,95118,They are across from the intersection of Vista Loop and Camden Ave  not far from the sidewalk.,37.227623,-121.903793,Unknown,15,28,2016,7,16,5
WO-0000342666,2020-06-05 06:25:07,1121 Beltrami Dr  San Jose  CA 95127  USA,,95127,Two large bags of garbage,37.359548,-121.813088,Garbage and Debris,6,25,2020,6,5,4
WO-0000452702,2018-12-14 18:42:24,97 N 14th St  San Jose  CA 95112  USA,,95112,Dumped trash around public trash can at corner.,37.343977,-121.878231,Other,18,42,2018,12,14,4
WO-0000304391,2020-07-20 19:26:29,5792 Silver Leaf Road  San Jose  California 95138  United States,,95138,Shopping cart dumped,37.247775,-121.782807,Unknown,19,26,2020,7,20,0
WO-0000018953,2018-01-12 03:12:08,871 College Dr,,95128,recliner-,37.311324,-121.919776,Furniture,3,12,2018,1,12,4
WO-0000039575,2018-06-22 05:35:32,Tully & Lanai,,95122,WB tully 2 windows in a metal  frame with glass broken in middle lane,37.320362,-121.828987,Garbage and Debris,5,35,2018,6,22,4
WO-0000164923,2020-08-03 10:57:46,1495 Shaffer Dr,,95132,cs Hostetter Rd cart,37.407128,-121.854379,Other,10,57,2020,8,3,0
WO-0000376069,2018-01-09 15:13:26,1149 Malott Dr,,95121,1 desk,37.309232,-121.83115,Unknown,15,13,2018,1,9,1
WO-0000033821,2016-07-07 17:04:14,1711-1717 Hillsdale Ave,,95124,Julio Ave Toilet  fish tank,37.26616,-121.910613,Other,17,4,2016,7,7,3
WO-0000144553,2016-11-22 04:04:28,Ruby & Chapala,,95148,Piles of yard trimming and mattress in front of soundwall,37.340078,-121.787052,Garbage and Debris,4,4,2016,11,22,1
WO-0000077394,2015-07-21 15:34:44,457-467 South Buena Vista Avenue  San Jose  CA 95126,,95126,2 boxsprings in the parkstrip,37.320614,-121.91909,Mattress,15,34,2015,7,21,1
WO-0000410153,2018-06-09 00:39:39,5106 Vera Ln  San Jose  CA 95111  USA,,95111,Illegal Dumping,37.265072,-121.811188,Unknown,0,39,2018,6,9,5
WO-0000117008,2017-05-15 04:37:55,2101-2113 Corktree Lane  San Jose  California 95132  United States,,95132,Someone has dumped a music case on the side of the road,37.416373,-121.865448,Garbage and Debris,4,37,2017,5,15,0
WO-0000276028,2018-11-16 21:29:06,1932 Shortridge Avenue  San Jose  California 95116  United States,,95116,Trash piled up approximately 4 feet high,37.354979,-121.84866,Unknown,21,29,2018,11,16,4
WO-0000318998,2016-02-12 00:02:57,1748 Hillsdale Ave  San Jose  CA 95124  USA,,95124,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. Where does the city of San Jose find such lazy people?,37.264889,-121.913165,Unknown,0,2,2016,2,12,4
WO-0000119137,2020-07-13 01:03:20,3205-3207 Pumpherston Way  San Jose  California 95148  United States,,95148,Neighbors putting furniture outside for the third time.,37.314785,-121.801529,Unknown,1,3,2020,7,13,0
WO-0000191146,2021-01-05 22:48:04,427 Vine Street  San Jose  California 95110  United States,,95110,Large homeless encampments with a lot of garbage accumulating along River and under freeway overpasses,37.326287,-121.891026,Unknown,22,48,2021,1,5,1
WO-0000304529,2015-07-31 04:13:34,1607 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done.,37.274282,-121.90364,Unknown,4,13,2015,7,31,4
WO-0000390392,2016-04-30 20:43:34,2164 Laddie Ct  San Jose  CA 95121  USA,,95121,Garbage tossed on side of road.,37.31019,-121.800338,Garbage and Debris,20,43,2016,4,30,5
WO-0000289926,2015-03-18 21:40:46,464 West Alma Avenue  San Jose  California 95125  United States,,95125,Shopping cart full of junk at the end of bridge,37.309438,-121.885,Unknown,21,40,2015,3,18,2
WO-0000387838,2021-04-07 02:22:08,1887 Coastland Ave,,95125,c/s Byerley Ave   syringes out sitting in the street by the gutter,37.298755,-121.886123,Unknown,2,22,2021,4,7,2
WO-0000348056,2020-01-23 02:13:39,1604 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. What happened to the commitment that Laura Wells made? Why doesn’t Jim Ortbal return my phone calls? Can’t Bernie Rosales or Michael Garcia show any initiative?,37.274001,-121.903256,Unknown,2,13,2020,1,23,3
WO-0000336530,2015-06-04 08:02:08,641 Sylvandale Ave  San Jose  CA 95111  USA,,95111,At Ashton Ln,37.287814,-121.82579,Unknown,8,2,2015,6,4,3
WO-0000340890,2018-02-28 15:10:26,1604 Koch Ln  San Jose  CA 95125  USA,,95125,If Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 35 000 requests  you would think that the government workers would do something.,37.273957,-121.903207,Unknown,15,10,2018,2,28,2
WO-0000436036,2018-01-20 13:15:27,345 North 6th Street  San Jose  CA  USA,,95112,Dresser dumped here,37.343955,-121.889591,Furniture,13,15,2018,1,20,5
WO-0000445112,2015-01-02 05:33:36,1925 Kyle Park Ct  San Jose  CA 95125  USA,,95125,It is a pile dumped in the street. We are worried some one will hit it,37.305312,-121.869043,Unknown,5,33,2015,1,2,4
WO-0000174363,2019-05-04 17:55:30,747 Pinto Drive  San Jose  California 95111  United States,,95111,Garbage all over the place,37.296928,-121.83065,Unknown,17,55,2019,5,4,5
WO-0000296123,2019-10-12 22:11:09,2803 Silver Estates  San Jose  CA 95135  USA,,95135,A 4 foot trellis  with dead plants and cement posts at the bottom ,37.292392,-121.766151,Garbage and Debris,22,11,2019,10,12,5
WO-0000132037,2017-12-31 10:06:04,875 S Almaden Ave,,95110,ALLEY #6.  Household items and construction debris in this alley.,37.320862,-121.884331,Other,10,6,2017,12,31,6
WO-0000096580,2016-01-09 08:16:56,900-952 South 11th Street  San Jose  California  95112  United States,,95112,280 underpass sidewalk on 11th at 11th street,37.327385,-121.869553,Garbage and Debris,8,16,2016,1,9,5
WO-0000160757,2021-09-15 01:57:35,224 Checkers Drive  San Jose  California 95116  United States,,95116,Trash dumped again,37.358166,-121.855323,Unknown,1,57,2021,9,15,2
WO-0000254432,2015-12-12 13:09:47,Tuers Road & Kitchener Circle,,95111,debris on street,37.291492,-121.818432,Unknown,13,9,2015,12,12,5
WO-0000232095,2019-10-11 09:46:51,2086 Flint Avenue  San Jose  California 95148  United States,,95148,Illegally dumping on sidewalk.,37.34362,-121.796112,Garbage and Debris,9,46,2019,10,11,4
WO-0000015637,2016-06-07 13:31:36,714 North 13th Street  San Jose  CA  United States,,95112,C/S Taylor St Multiple Shopping carts with misc garbage inside Misc garbage spread around,37.355381,-121.888015,Unknown,13,31,2016,6,7,1
WO-0000466618,2017-08-29 22:56:25,1545 Scott Street  San Jose  CA  USA,,95126,mattress,37.319876,-121.918221,Unknown,22,56,2017,8,29,1
WO-0000169764,2018-09-30 16:39:08,474 Asbury Street  San Jose  California 95110  United States,,95110,Some landscap co,37.343899,-121.910851,Other,16,39,2018,9,30,6
WO-0000031098,2015-07-13 21:23:31,1006-1026 Yerba Buena Rd,,95121,c/s Ambrose-  large cardboard box filled with garbage,37.290733,-121.817144,Unknown,21,23,2015,7,13,0
WO-0000269300,2015-02-04 05:15:43,5585 Cottle Road  San Jose  California 95123  United States,,95123,Illegal dumping of oil and paint at Southside Community Center next to the dumpster enclosure.,37.251869,-121.804794,Other,5,15,2015,2,4,2
WO-0000234031,2021-01-19 16:07:27,3250 Sierra Road  San Jose  California 95132  United States,,95132,Illegal dumping,37.399101,-121.848701,Garbage and Debris,16,7,2021,1,19,1
WO-0000119052,2021-03-13 04:02:09,12000-12098 Francis Dr  San Jose  CA 95133  USA,,95133,Mattress and recliner on the street on Francis Dr near Patt Ave.,37.378399,-121.840736,Unknown,4,2,2021,3,13,5
WO-0000020232,2019-09-26 18:08:58,95 Roundtable Dr,,95111,c/s Oaks Apts Access- 2 sofas,37.261035,-121.807641,Furniture,18,8,2019,9,26,3
WO-0000118166,2017-07-29 19:39:08,3161-3399 Monterey Road  San Jose  California 95111  United States,,95111,Large items dumped on Monterey Hwy headed south.,37.284576,-121.842219,Other,19,39,2017,7,29,5
WO-0000178414,2015-03-19 21:09:08,3610 Penitencia Creek Road  San Jose  California 95132  United States,,95127,Mattress,37.393742,-121.828835,Unknown,21,9,2015,3,19,3
WO-0000448631,2019-09-13 18:59:46,35 S 19th St  San Jose  CA 95116  USA,,95116,On the sidewalk,37.343879,-121.871703,Garbage and Debris,18,59,2019,9,13,4
WO-0000374315,2021-10-13 08:40:01,3974 Thousand Oaks Drive  San Jose  CA  USA,,95136,Illegally  dumped  items on street corner. Items dumped by neighboring  property (two tables) . Case created by code inspector,37.26914,-121.876251,Unknown,8,40,2021,10,13,2
WO-0000221037,2018-07-24 13:37:42,5835 Cahalan Avenue  San Jose  California 95123  United States,,95123,Yard waste dumped at Cahalan Park,37.246244,-121.848314,Unknown,13,37,2018,7,24,1
WO-0000027605,2021-06-15 10:11:51,2383 Summer St,,95116,c/s Summer Ct mattress & car bumper,37.354489,-121.837199,Garbage and Debris,10,11,2021,6,15,1
WO-0000015516,2021-05-12 19:06:56,401 Keyes S,,95112,on 9th St empty cart-,37.323921,-121.869779,Other,19,6,2021,5,12,2
WO-0000304356,2021-07-31 02:51:45,5753 Almaden Expressway  San Jose  California 95118  United States,,95118,Illegal dumping  corner of via Monte and Almaden expressway,37.245875,-121.874965,Mattress,2,51,2021,7,31,5
WO-0000416802,2020-09-30 16:37:39,4837 Poston Dr  San Jose  CA 95136  USA,,95136,Rue Cannes and Poston Dr,37.264549,-121.826512,Garbage and Debris,16,37,2020,9,30,2
WO-0000382554,2020-03-22 21:46:44,2819 Smithers Dr,,95148,Furniture,37.323262,-121.802899,Furniture,21,46,2020,3,22,6
WO-0000341840,2016-05-01 12:59:21,33 South 9th Street  San Jose  CA  USA,,95112,On the sidewalk in front of 33 south 9th street,37.339436,-121.881854,Unknown,12,59,2016,5,1,6
WO-0000002855,2015-05-27 11:46:28,5253 Edenvale Ave,,95136,c/s Red River Wy mattress acf address,37.261052,-121.819676,Unknown,11,46,2015,5,27,2
WO-0000119980,2021-03-19 07:45:53,1801-1811 South 7th Street  San Jose  California 95112  United States,,95112,Trash dumped,37.311611,-121.86309,Unknown,7,45,2021,3,19,4
WO-0000438936,2017-06-28 19:48:18,1321 Danube Way  San Jose  CA 95116  USA,,95116,Sidewalk,37.340925,-121.857444,Furniture,19,48,2017,6,28,2
WO-0000031091,2017-01-28 23:03:51,2-46 S 31st St,,95116,cs Shortridge Ave 2 mattresses  garb bag  clothes,37.349912,-121.860384,Garbage and Debris,23,3,2017,1,28,5
WO-0000395860,2017-04-21 11:38:12,3847 Underwood Drive  San Jose  CA  USA,,95117,Temple dr,37.310097,-121.969506,Unknown,11,38,2017,4,21,4
WO-0000310463,2018-09-26 04:02:23,1607 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. Its license number is 6tiy589. Hey government workers! Time to get to work. I’m proud of you for closing my requests – even on the weekend. I hope these provide an additional opportunity for you! Please address the graffiti that’s on the RV at Husted and Booksin.,37.274282,-121.90364,Unknown,4,2,2018,9,26,2
WO-0000059439,2020-09-15 08:30:06,3628 Sweet Brook Court  San Jose  CA 95111,,95111,Various Trash,37.29046,-121.8225,Unknown,8,30,2020,9,15,1
WO-0000401387,2018-07-01 05:06:15,2506 Cedar Flat Ct,,95127,Garage bags are general debris,37.357343,-121.801804,Garbage and Debris,5,6,2018,7,1,6
WO-0000168221,2015-05-23 07:07:01,372 S 18th & E William,,95116,Gas Grill,37.338735,-121.867589,Unknown,7,7,2015,5,23,5
WO-0000187919,2015-12-19 10:09:01,567 Columbia Avenue  San Jose  California 95126  United States,,95126,As you can see   Delmas Park building has repeatedly dumps furniture on street.,37.324384,-121.899249,Furniture,10,9,2015,12,19,5
WO-0000207861,2017-11-26 12:20:03,143 W Reed St,,95110,C/s S. Almaden Ave. mattress & tire,37.325687,-121.885929,Mattress,12,20,2017,11,26,6
WO-0000071578,2019-08-19 14:01:09,1856  Virginia Avenue  San Jose  California  95116  United States,,95116,Child seat,37.346265,-121.845686,Garbage and Debris,14,1,2019,8,19,0
WO-0000118983,2016-07-24 22:21:50,157 North 5th Street  San Jose  CA  USA,,95112,Couch and mattress,37.340344,-121.888428,Unknown,22,21,2016,7,24,6
WO-0000295891,2019-06-17 11:23:27,612 Monferino Drive  San Jose  California 95112  United States,,95112,Mattress etc dumped at Jackson/ Monterfino intersection,37.357253,-121.877345,Mattress,11,23,2019,6,17,0
WO-0000041688,2016-06-18 14:56:30,810 Hillsdale Avenue  San Jose  CA 95136,,95136,Mattress and garbage dumped,37.27919,-121.8679,Furniture,14,56,2016,6,18,5
WO-0000375045,2015-05-24 22:37:07,809 Auzerais Ave  San Jose  CA 95126  USA,,95126,Intersection of Auzerais and Sunol,37.321262,-121.905726,Unknown,22,37,2015,5,24,6
WO-0000427200,2020-02-25 01:35:17,332 Grant St  San Jose  CA 95110  USA,,95110,Trash on sidewalk,37.323073,-121.889325,Unknown,1,35,2020,2,25,1
WO-0000215537,2015-07-15 17:27:44,968 North 2nd Street  San Jose  CA  USA,,95112,White p/u truck w/ white trailer attached pulled op and dumped piles of yard trimmings on the the street at the address below. License Plate # is 45366G1,37.355248,-121.902963,Unknown,17,27,2015,7,15,2
WO-0000439789,2015-06-20 14:01:10,1498 Palmwood Dr  San Jose  CA 95122  USA,,95122,Junk,37.336811,-121.834327,Garbage and Debris,14,1,2015,6,20,5
WO-0000119065,2015-07-17 01:08:12,1605 Pomona Ave,,95110,c/s Bellevue -  2 dressers,37.311044,-121.873983,Unknown,1,8,2015,7,17,4
WO-0000348135,2017-11-25 06:40:20,COTTLE AND 85 S SAN JOSE CA,,95123,ABANDONED SHOPPING CART,37.24201,-121.803586,Unknown,6,40,2017,11,25,5
WO-0000063494,2019-05-13 08:50:28,5679-5699 Gallup Drive  San Jose  CA 95118,,95118,2 couches  1 bed frame,37.2485,-121.8778,Furniture,8,50,2019,5,13,0
WO-0000203492,2021-10-26 08:20:20,996 Faris Dr,,95111,2 futon mattress,37.285283,-121.813896,Mattress,8,20,2021,10,26,1
WO-0000241908,2021-06-15 08:17:06,438 South Buena Vista Avenue  San Jose  California 95126  United States,,95126,Junk. Why do people do this?,37.320632,-121.918935,Garbage and Debris,8,17,2021,6,15,1
WO-0000060458,2020-02-10 11:12:36,1754 La Porte Ave  San Jose  CA 95122  USA,,95122,There is a lot of trash left at the corner of La Porte Ave and Bermuda Way,37.333757,-121.834559,Garbage and Debris,11,12,2020,2,10,0
WO-0000337968,2021-08-02 04:58:10,1607 Koch Ln  San Jose  CA 95125  USA,,95125,I guess if Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 35 000 requests  you would think that the government workers would do something.,37.27413,-121.90348,Unknown,4,58,2021,8,2,0
WO-0000408839,2015-02-13 06:58:42,2990 Neet Ave,,95128,Junk,37.307075,-121.947985,Furniture,6,58,2015,2,13,4
WO-0000145184,2016-04-30 12:55:24,385 N 1st St  San Jose  CA 95110  USA,,95110,Remnants of a homeless encampment removed several weeks ago,37.341675,-121.895043,Other,12,55,2016,4,30,5
WO-0000335274,2020-02-15 19:11:58,255 Pamela Ave  San Jose  CA 95116  USA,,95116,Sidewalk,37.365966,-121.846571,Other,19,11,2020,2,15,5
WO-0000236132,2017-08-23 07:11:34,494 Mccovey Ln,,95127,CS JERILYN AVE MATTRESSES ON JERILYN SIDE,37.367613,-121.812643,Mattress,7,11,2017,8,23,2
WO-0000273461,2017-02-25 10:29:10,1150 Pedro Street  San Jose  California 95126  United States,,95126,Mattress on ground,37.313178,-121.905856,Garbage and Debris,10,29,2017,2,25,5
WO-0000362105,2018-10-23 00:44:35,2102 Galveston Ave  San Jose  CA 95122  USA,,95122,Illegal dumping in the street located across the street from 2102 Galveston Ave.,37.314849,-121.845584,Garbage and Debris,0,44,2018,10,23,1
WO-0000436147,2018-07-14 11:30:55,449 N 4th St  San Jose  CA 95112  USA,,95112,Sofa stuff,37.344951,-121.893006,Furniture,11,30,2018,7,14,5
WO-0000169773,2019-12-07 21:05:07,494 South 6th Street  San Jose  California 95112  United States,,95112,Fridge on parking.,37.331281,-121.879744,Other,21,5,2019,12,7,5
WO-0000031537,2017-04-27 16:07:35,4898 Blue ridge dr,,95129,cs Teresita Dr bag of trash & Basketball hoop,37.301702,-121.988399,Unknown,16,7,2017,4,27,3
WO-0000242619,2015-11-23 07:15:12,734 South 1st Street  San Jose  California 95113  United States,,95112,Random trash bags dumped in alley behind building,37.32506,-121.881632,Unknown,7,15,2015,11,23,0
